ProductID,Name,ModelNumber,Description,Brand,Price,StoreID
372,Just In Time Fashions Womens A-line Dress,3549,Key Features of Liza Women Wedges Occasion: Casual Formal Party Material: Synthetic Leather Color: Blue Heel Height: 3Liza Women Wedges Price: Rs. 1393 LIZA offers an exclusive range of Sandal. Made from fine quality material this pair of Sandal is durable and comfortable to wear. This pair will definitely keep your feet dry cool and comfortable. Buy this pair of Liza Sandal and team it up with deSpecifications of Liza Women Wedges General Occasion Casual Formal Party Ideal For Women Sandal Details Weight 250 g (per single Sandal) - Weight of the product may vary depending on size. Type Wedges Heel Height 3 inch Outer Material Synthetic Leather Color Blue In the Box 1 Pair Of Sandal Additional Details Care Instructions Clean with a mild damp cloth with regular water.,Pier 1 Imports,106,102
373,Yepme Womens Gathered Dress,2931,HRS ULTIMATE BOY Elbow Pads (WHITE RIGHT-HANDED) Price: Rs. 230 Light wt. Moulded HD foamSpecifications of HRS ULTIMATE BOY Elbow Pads (WHITE RIGHT-HANDED) General Type Elbow Pads Inner Material Cotton Fabric Face Material Polyvinyl Chloride Suitable for RIGHT-HANDED Dimensions Weight 50 g In the Box Sales Package 1 Pad,Lowe’s,17,107
374,Van Heusen Mens Printed Party Shirt,5838,Specifications of Sathiyas Cotton Bath Towel (3 Bath Towel Red Yellow Blue) Bath Towel Features Machine Washable Yes Material Cotton Design Self Design General Brand Sathiyas Type Bath Towel GSM 500 Model Name Sathiyas cotton bath towel Ideal For Men Women Boys Girls Model ID asvtwl322 Color Red Yellow Blue Size Mediam Dimensions Length 30 inch Width 60 inch In the Box Number of Contents in Sales Package 3 Sales Package 3 Bath Towel,HomeGoods (TJX),39,108
375,Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,1134,Specifications of HRS ULTIMATE MEN Chest Pads (WHITE RIGHT-HANDED) General Type Chest Pads Inner Material Cotton Fabric Face Material Polyvinyl Chloride Suitable for RIGHT-HANDED Dimensions Weight 200 g In the Box Sales Package 1 Pad,Aldi,49,102
376,Karatcraft Triniya Promise Gold Diamond 18 K Ring,3172,Key Features of Eurospa Cotton Terry Face Towel Set Size: small Height: 9 inch GSM: 360Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET Assorted) Price: Rs. 299 Eurospa brings to you an exclusively designed 100% soft cotton towels of export quality. All our products have soft texture that takes care of your skin and gives you that enriched feeling you deserve. Eurospa has been exporting its bath towels to lot of renowned brands for last 10 years and is famous for its fine prints absorbency softness and durability. NOTE: Our product is 100% cotton so it is susceptible to shrinkage. Product color may vary from the picture. Size may vary by ±3% WASH CARE: Wash in cold Water Do not Iron Do not Bleach Flat dry Wash before first use. SIZE- FACE TOWEL - 23 cms X 23 cms.Specifications of Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET Assorted) Bath Towel Features Material Cotton Terry Design SHUVAM General Brand Eurospa GSM 360 Type Face Towel Set Model Name SHUVAM20PCFTSETASSORTED Ideal For Boys Girls Men Women Model ID SHUVAM20PCFTSETASSORTED Size small Color Assorted Dimensions Weight 350 g Length 9 inch Width 9 inch In the Box Number of Contents in Sales Package 20 Sales Package 20 PIECE FACE TOWEL SET,Williams-Sonoma,133,100
377,Nishtaa Yellow Gold 22 K Ring,2657,Key Features of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet Royal Bedsheet Perfact for Wedding & GiftingSpecifications of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet (1 Bedsheet2 Pillow Cover Multicolor) General Brand SANTOSH ROYAL FASHION Machine Washable Yes Type Flat Material Cotton Model Name Gold Design Royal Cotton Printed Wedding & Gifted Double Bedsheet With 2 Pillow cover Model ID goldbedi-38 Color Multicolor Size King Fabric Care Machine Wash Do Not Bleach Dimensions Flat Sheet Width 90 inch / 230 cm Fitted Sheet Width 228 cm Pillow Cover Width 16 inch / 43 cm Pillow Cover Length 28 inch / 72 cm Fitted Sheet Depth 280 cm Fitted Sheet Length 278 cm Flat Sheet Depth 282 cm Flat Sheet Length 110 inch / 280 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet2 Pillow Cover,eBay,46,101
378,Mykraft Girls A-line Dress,8077,Specifications of CASEDEAL Microsoft Nokia lumia x2 Back Panel (White) General Brand CASEDEAL Brand Color White Model Number PANEL-A2 Material Plastic Panel Type Back Compatible Model Microsoft Nokia lumia x2 Dimensions Weight 20 g Height 14 cm In the Box 1 Mobile Panel,Spar International,145,102
379,The Cranberry Club Girls Gathered Dress,5523,Key Features of Mario Gotze Womens Printed Casual Orange Shirt Fit: Slim Suitable For: Western Wear Sleeve: Full Sleeve Fabric: Cotton Color:Orange Pattern:Printed Number Of Contents In Package:1Mario Gotze Womens Printed Casual Orange Shirt Price: Rs. 899 1 shirtSpecifications of Mario Gotze Womens Printed Casual Orange Shirt General Details Pattern Printed Ideal For Womens Occasion Casual Shirt Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Slim Fabric Cotton Fit Slim Placket Classic Collar Additional Details Style Code RRCLS-W-6107,Steam,33,103
380,Fashion Tree Mens Solid Formal Shirt,8569,Key Features of Jaipur Print Cotton Floral King sized Double Bedsheet 100% cottonJaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) Price: Rs. 998 This nice bed sheet made up of 100% cotton to give you comfort. This bed sheet is hand printed. This bedsheet gives nice look to your room And its fast colour and good quality gives this bedsheet long life.Specifications of Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) General Machine Washable Yes Brand Jaipur Print Type Flat Model Name jaipur117 Material Cotton Thread Count 140 Model ID jaipur117 Fabric Care machinewash do not bleach Size King Color White Warranty waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing Dimensions Flat Sheet Width 86 inch / 220 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 29 inch / 75 cm Weight 900 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 0.2 cm Flat Sheet Length 104 inch / 265 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 bed sheet 2 pillow cover,REI,92,104
381,Fashion Tree Mens Solid Formal Shirt,1009,Specifications of Shilpi NHSCN003 Coin Bank (Brown) In The Box Sales Package Coin Bank,Jo-Ann Fabric and Craft Stores,6,102
382,Fashion Tree Mens Solid Formal Shirt,6837,Key Features of Jaipur Print Cotton Floral King sized Double Bedsheet 100% cottonJaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) Price: Rs. 998 This is nice bed sheet made in ahmedabad and made up of 100% cotton.This bed sheet have fast colours which gives it long life and new look to your room.Specifications of Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) General Brand Jaipur Print Machine Washable Yes Type Flat Material Cotton Model Name ahmd11 Thread Count 4 Model ID ahmd11 Character flower Color White Size King Fabric Care Machine Wash Do Not Bleach Dimensions Flat Sheet Width 86 inch / 220 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 29 inch / 75 cm Weight 900 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 0 cm Flat Sheet Length 104 inch / 265 cm Warranty waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing In the Box Number of Contents in Sales Package 1 Sales Package 1 bed sheet 2 pillow cover,Alibaba,72,102
383,Peter England Mens Solid Formal Shirt,6839,Specifications of Babeezworld Dungaree Baby Boys  Combo Apparel Combo Details Primary Product Size S Fabric Cotton Pattern Printed Fit Regular Fit Occasion Casual Ideal For Baby Boys Additional Details Style Code bbz1105a Fabric Care Wash with Similar Colors Use Detergent for Colors In the Box Number of Contents in Sales Package 2,JC Penney,31,107
384,Gee & Bee Casual Printed Womens Kurti,4929,Key Features of Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm Brass Height - 10.8 cm Width - 10.16 cm Weight - 850 gSpecifications of Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm (Brass Gold) General Brand Redbag Model Number 6437 Type Religious Idols Model Name Eight Armed Goddess Sherawali Maa Material Brass Color Gold Dimensions Weight 850 g Height 10.8 cm Width 10.16 cm Depth 5.08 cm In the Box Sales Package 1 Showpiece Figurine,Tesco,65,108
385,Gee & Bee Casual Printed Womens Kurti,1664,Specifications of Proence Weight Gainers Mass Gainers (60 No Unflavored) General Dietary Preference No MSG Brand Proence Flavor Unflavored Usage Timings Pre-workout Post-workout Quantity 60 No Number of Scoops per Container NA Container Type Mason Jar Ayurvedic No Protein Type Weight Gainers Mass Gainers Model Number 10036 Form Capsules Serving Size 60 No Food Preference Veg Composition Atmagupta sd:-85 mg shilajatu:-60 mg  Goksura;-50 mg Ashwagandha:-50 mg  vidari:-50 mg  Musli:-40 mg  jatiphala:-25 mg  lavanga:-20 mg  Visamusthi:-20 mg  Akarakarabha:-20 mg  Kunkuma:-15 mg Tvak:-15 mg Shelf Life 18 Year Important Note Product information provided by the seller on the Website is not exhaustive please read the label on the physical product carefully for complete information provided by the manufacturer. For additional information please contact the manufacturer.,Ace Hardware,32,102
386,Dumdaar.Com Casual Short Sleeve Self Design Womens Top,6673,Discountgod Mens Checkered Casual Shirt - Buy Blood Red Discountgod Mens Checkered Casual Shirt For Only Rs. 750 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,GameStop,76,102
387,F&S Casual  Party Short Sleeve Self Design Womens Top,1912,Silver Streak Mens Printed Casual Denim Shirt - Buy Blue Silver Streak Mens Printed Casual Denim Shirt For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Amazon,69,102
388,Oviya Casual Sleeveless Self Design Womens Top,7165,Cobra Paris CO6394A1 Analog Watch  - For Men Boys - Buy Cobra Paris CO6394A1 Analog Watch  - For Men Boys  CO6394A1 Online at Rs.15195 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Costco,63,102
389,The Clove Casual 3/4 Sleeve Self Design Womens Top,6590,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,Bath & Body Works,86,103
390,The Vanca Formal Full Sleeve Self Design Womens Top,9503,Aries Gold G 729 S-BK Analog Watch  - For Men Boys - Buy Aries Gold G 729 S-BK Analog Watch  - For Men Boys  G 729 S-BK Online at Rs.13099 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Macy’s,65,104
391,Fantasy Ika Casual Short Sleeve Solid Womens Top,2859,Carlton Boots - Buy Carlton Boots - CLL-3106 only for Rs. 1223 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Walgreens,26,102
392,Fantasy Ika Casual 3/4 Sleeve Self Design Womens Top,8986,Maserati Time R8851116001 Analog Watch  - For Boys - Buy Maserati Time R8851116001 Analog Watch  - For Boys  R8851116001 Online at Rs.24400 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Menards,104,106
393,Ausy Casual Short Sleeve Floral Print Womens Top,2990,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,AT&T,90,107
394,Ausy Casual Short Sleeve Printed Womens Top,4427,Camerii WM64 Elegance Analog Watch  - For Men Boys - Buy Camerii WM64 Elegance Analog Watch  - For Men Boys  WM64 Online at Rs.449 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Barnes & Noble,109,108
395,Karatcraft Triniya Promise Gold Diamond 18 K Ring,3862,Reckler Slim Fit Mens Jeans - Buy Light Blue Shiny Black Reckler Slim Fit Mens Jeans For Only Rs. 5398 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Best Buy,68,109
396,WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,2633,Quechua Arpenaz Novadry Boots - Buy Quechua Arpenaz Novadry Boots - NU-962 only for Rs. 2459 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Michaels Stores,147,100
397,Shilpkala Casual Short Sleeve Printed Womens Top,5016,Colat COLAT_MW20 Sheen Analog Watch  - For Men Women Boys Girls - Buy Colat COLAT_MW20 Sheen Analog Watch  - For Men Women Boys Girls  COLAT_MW20 Online at Rs.849 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Sally Beauty Holdings,137,101
398,Shilpkala Casual Sleeveless Solid Womens Top,8719,Steppings Trendy Boots - Buy Steppings Trendy Boots - XF-04 only for Rs. 719 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Toys “R” Us,1,102
399,Shilpkala Casual Cape Sleeve Printed Womens Top,4174,Skmei 1070BLK Sports Analog-Digital Watch  - For Men Boys - Buy Skmei 1070BLK Sports Analog-Digital Watch  - For Men Boys  1070BLK Online at Rs.1179 in India Only at Flipkart.com. Clear Dial Back Light Alarm Dual Time Stop Watch - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Nike,68,103
400,Shilpkala Casual Bell Sleeve Printed Womens Top,9880,Kielz Ladies Boots - Buy Kielz Ladies Boots - 168-9 only for Rs. 999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,6 PM,81,104
401,Shilpkala Casual Sleeveless Printed Womens Top,5365,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,Sears,81,102
402,Shilpkala Casual Sleeveless Embellished Womens Top,7162,FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Price: Rs. 22646  Fine deep seating experience  Save Space with the all new click clack Sofa Bed  Easy to fold and vice versa with simple click clack mechanism  Chrome legs with mango wood frame for long term durability  Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience  A double bed that can easily sleep twoSpecifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD112 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres Try to avoid food and drink spillage of any kind If spills occur do not leave unattended In case of a stain a water-free fabric cleaner can be used However avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you cant reach it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart or the Seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Leatherette Black Primary Color Black Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Leatherette Black Primary Material Subtype Foam,Carrefour,94,106
403,Shilpkala Casual Short Sleeve Printed Womens Top,1429,Key Features of AW Bellies Sandals Wedges Heel CasualsAW Bellies Price: Rs. 499 Material: Synthetic Lifestyle: Casual Heel Type: Wedge Warranty Type: Manufacturer Product Warranty against manufacturing defects: 30 days Care instructions: Allow your pair of shoes to air and de-odorize at regular basis; use shoe bags to prevent any stains or mildew; dust any dry dirt from the surface using a clean cloth; do not use polish or shinerSpecifications of AW Bellies General Ideal For Women Occasion Casual Shoe Details Color Red Outer Material Patent Leather Heel Height 1 inch Number of Contents in Sales Package Pack of 1 In the Box One Pair Of Shoes,Office Max,135,107
404,Shilpkala Casual Sleeveless Printed Womens Top,8516,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black RedSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTGHT_11 In the Box 2 shorts,Nordstrom,58,108
405,Shilpkala Casual Sleeveless Printed Womens Top,9225,Specifications of Sicons All Purpose Arnica Dog Shampoo (500 ml) General Pet Type Dog Brand Sicons Quantity 500 ml Model Number SH.DF-14 Type All Purpose Fragrance Arnica Form Factor Liquid In the Box Sales Package Shampoo Sicons Dog Fashion Arnica,Auchan,73,109
406,Shilpkala Casual Sleeveless Printed Womens Top,9595,Key Features of Eternal Gandhi Super Series Crystal Paper Weights  with Silver Finish Crystal  paper weight Product Dimensions :   8cm x  8cm x 5cm A beautiful product Material: CrystalEternal Gandhi Super Series Crystal Paper Weights  with Silver Finish (Set Of 1 Clear) Price: Rs. 430 Your office desk will sparkle and shine when you accent tables with this elegant crystal paper weight. The multifaceted crystal features Gandhiji’s bust and his timeless message – “My life is my message – M.K. Gandhi”. A beautiful product to gift to your near and dear ones in family and Business.Specifications of Eternal Gandhi Super Series Crystal Paper Weights  with Silver Finish (Set Of 1 Clear) General Model Name Gandhi Paper Weight Mark V Dimensions Weight 323 g In the Box Paper Weight Paper Weight Features Paper Weight Material Crystal Paper Weight Finish Silver Finish,Newegg.com,30,102
407,Shilpkala Casual Bell Sleeve Printed Womens Top,4741,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red White RedSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 4 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens In the Box 4 shorts Additional Details Style Code ALTGHT4P_26 Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,JD.com,3,101
408,Shilpkala Casual Sleeveless Printed Womens Top,1087,FabHomeDecor Fabric Double Sofa Bed (Finish Color - Brown Mechanism Type - Pull Out) Price: Rs. 22646  Fine deep seating experience  Save Space with the all new click clack Sofa Bed  Easy to fold and vice versa with simple click clack mechanism  Chrome legs with mango wood frame for long term durability  Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience  A double bed that can easily sleep twoSpecifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Brown Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD107 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres Try to avoid food and drink spillage of any kind If spills occur do not leave unattended In case of a stain a water-free fabric cleaner can be used However avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you cant reach it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart or the Seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Brown Primary Color Brown Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Brown Primary Material Subtype Foam,Verizon Wireless,82,102
409,Shilpkala Casual Sleeveless Printed Womens Top,3603,Key Features of dilli bazaaar Bellies Corporate Casuals Casuals Material: Fabric Occasion: Ethnic Casual Party Formal Color: Pink Heel Height: 0Specifications of dilli bazaaar Bellies Corporate Casuals Casuals General Occasion Ethnic Casual Party Formal Ideal For Women Shoe Details Weight 200 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 0 inch Outer Material Fabric Color Pink,Staples,100,103
410,Shilpkala Casual Sleeveless Self Design Womens Top,4918,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra White Black Red BlackSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 4 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTGHT4P_39 In the Box 4 shorts,Cars.com,95,104
411,BlueStone The Juliette Yellow Gold Diamond 18 K Ring,1353,Key Features of Ladela Bellies Brand: LADELA Color : BlackLadela Bellies Price: Rs. 950 Experience the best bellies from the house of Ladela. Providing the best material to keep your feet cozy and active for the whole day.Specifications of Ladela Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 0 inch Outer Material PU Color Black,Kohl’s,55,105
412,Karatcraft Om Gold Diamond 18 K Ring,4861,Key Features of Carrel Printed Womens Fabric: SwimLycra Brand Color: Black WhiteCarrel Printed Womens Price: Rs. 910 Max-coverage swimwear collection from CARREL BRAND Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Black & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded for modesty and support. This Product Support To This Size : L XL XXL 3XL4XL.Specifications of Carrel Printed Womens Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Womens Occasion Sports Fabric Care Wash with Similar Colors Use Detergent for Colors In the Box 1 Swimware,Hobby Lobby,89,106
413,Karatcraft Dulce Gold Diamond 18 K Ring,9794,Specifications of Sicons All Purpose Tea Tree Dog Shampoo (200 ml) General Pet Type Dog Brand Sicons Quantity 200 ml Model Number SH.DF-07 Type All Purpose Fragrance Tea Tree Form Factor Spray In the Box Sales Package Shampoo Sicons Dog Fashion Dry Bath Urban Pet,Ahold Delhaize,57,107
414,Soie Casual  Festive  Formal  Lounge Wear  Party Sleeveless Embellished  Solid Womens Top,1792,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black White BlackSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_17 In the Box 3 shorts,Walmart,86,108
415,Aaliya Casual Sleeveless Embellished Womens Top,2549,Specifications of Freelance Vacuum Bottles 350 ml Bottle (Pack of 1 Green) General Body Material Stainless steel Type Bottle In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 pcs in one packet,Ikea,132,109
416,Karatcraft Robini Emerald Gold Diamond 18 K Ring,9494,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black White WhiteSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_2 In the Box 3 shorts,Ulta Salon. Cosmetics & Fragrance,89,100
